0,1,2,3,4,5,6
244,DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,Medchal,ECE,7,"45,000"
245,DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,Medchal,CSD,6,"55,000"
246,DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,Medchal,CSE,13,"55,000"
247,DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,Medchal,CSM,7,"55,000"
248,DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,Medchal,ECE,7,"55,000"
249,DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,Medchal,EEE,3,"55,000"
250,DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,Medchal,MEC,7,"55,000"
251,DSOP,DECCAN SCHOOL OF PHARMACY,Hyderabad,PHM,10,"70,000"
252,ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,Sangareddy,CIV,6,"65,000"
253,ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,Sangareddy,CSC,7,"65,000"
254,ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,Sangareddy,CSD,6,"65,000"
255,ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,Sangareddy,CSE,14,"65,000"
256,ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,Sangareddy,CSM,6,"65,000"
257,ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,Sangareddy,ECE,7,"65,000"
258,ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,Sangareddy,EEE,6,"65,000"
259,ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,Sangareddy,MEC,7,"65,000"
260,GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,Suryapet,AID,6,"75,000"
261,GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,Suryapet,CIV,7,"75,000"
262,GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,Suryapet,CSE,13,"75,000"
263,GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,Suryapet,CSG,7,"75,000"
264,GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,Suryapet,CSM,6,"75,000"
265,GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,Suryapet,ECE,3,"75,000"
266,GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,Suryapet,EEE,4,"75,000"
267,GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,Suryapet,MEC,6,"75,000"
268,GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,Suryapet,MIN,7,"75,000"
269,GATP,GATE INSTITUTE OF PHARAMACEUTICAL SCIENCES,Suryapet,PHM,11,"80,000"
270,GBCP,GLOBAL COLLEGE OF PHARMACY,Ranga Reddy,PHM,11,"55,000"
271,GBNP,GURanga ReddyAM BALANARSAIAH INST OF PHARMACY,Medchal,PHM,7,"50,000"
272,GCPK,GEETHANJALI COLL OF PHARM,Medchal,PHM,11,"70,000"
273,GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),Medchal,CIV,6,"102,000"
274,GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),Medchal,CSC,7,"102,000"
275,GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),Medchal,CSD,7,"102,000"
276,GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),Medchal,CSE,27,"102,000"
277,GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),Medchal,CSM,20,"102,000"
278,GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),Medchal,CSO,6,"102,000"
279,GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),Medchal,ECE,27,"102,000"
280,GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),Medchal,EEE,6,"102,000"
281,GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),Medchal,INF,7,"102,000"
282,GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),Medchal,MEC,6,"102,000"
283,GJCP,GYANA JYOTHI COLLEGE OF PHARMACY,Medchal,PHM,11,"55,000"
284,GLND,GLAND INST OF PHARACEUTICAL SCIENCES,Medak,PHM,11,"50,000"
285,GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,Ranga Reddy,CIV,6,"50,000"
286,GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,Ranga Reddy,CSE,7,"50,000"
287,GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,Ranga Reddy,CSM,6,"50,000"
288,GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,Ranga Reddy,ECE,7,"50,000"
289,GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,Ranga Reddy,MEC,7,"50,000"
290,GLWC,GOKARAJU LAILAVATHI WOMENS ENGINEERING COLLEGE,Medchal,CSE,19,"35,000"
291,GLWC,GOKARAJU LAILAVATHI WOMENS ENGINEERING COLLEGE,Medchal,INF,14,"35,000"
292,GNIT,GURUNANAK INST OF TECHNOLOGY,Ranga Reddy,AID,6,"94,000"
293,GNIT,GURUNANAK INST OF TECHNOLOGY,Ranga Reddy,CIV,13,"94,000"
294,GNIT,GURUNANAK INST OF TECHNOLOGY,Ranga Reddy,CSC,7,"94,000"
295,GNIT,GURUNANAK INST OF TECHNOLOGY,Ranga Reddy,CSE,20,"94,000"
296,GNIT,GURUNANAK INST OF TECHNOLOGY,Ranga Reddy,CSM,6,"94,000"
297,GNIT,GURUNANAK INST OF TECHNOLOGY,Ranga Reddy,ECE,14,"94,000"
298,GNIT,GURUNANAK INST OF TECHNOLOGY,Ranga Reddy,EEE,6,"94,000"
299,GNIT,GURUNANAK INST OF TECHNOLOGY,Ranga Reddy,INF,7,"94,000"
300,GNIT,GURUNANAK INST OF TECHNOLOGY,Ranga Reddy,MEC,13,"94,000"
301,GNPT,GANAPATHI ENGINEERING COLLGE,Warangal,CSC,6,"45,000"
302,GNPT,GANAPATHI ENGINEERING COLLGE,Warangal,CSE,7,"45,000"
303,GNPT,GANAPATHI ENGINEERING COLLGE,Warangal,ECE,3,"45,000"
304,GNPT,GANAPATHI ENGINEERING COLLGE,Warangal,EEE,4,"45,000"
305,GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,Hyderabad,CSD,6,"122,000"
306,GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,Hyderabad,CSE,20,"122,000"
307,GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,Hyderabad,CSM,7,"122,000"
308,GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,Hyderabad,CST,6,"122,000"
309,GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,Hyderabad,ECE,20,"122,000"
310,GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,Hyderabad,EEE,13,"122,000"
311,GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,Hyderabad,ETM,7,"122,000"
312,GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,Hyderabad,INF,13,"122,000"
313,GPRP,G P R COLLEGE OF PHARMACY,Hyderabad,PHM,7,"90,000"
314,GRCP,GOKARAJU RANGARAJU COLLEGE OF PHARMACY,Medchal,PHM,11,"65,000"
315,GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,Medchal,CIV,6,"122,000"
316,GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,Medchal,CSB,7,"122,000"
317,GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,Medchal,CSD,6,"122,000"
318,GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,Medchal,CSE,40,"122,000"
319,GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,Medchal,CSM,20,"122,000"
320,GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,Medchal,ECE,20,"122,000"
321,GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,Medchal,EEE,6,"122,000"
322,GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,Medchal,INF,20,"122,000"
323,GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,Medchal,MEC,7,"122,000"
324,GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),Ranga Reddy,AID,6,"107,000"
325,GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),Ranga Reddy,CIV,20,"107,000"
326,GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),Ranga Reddy,CSC,7,"107,000"
327,GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),Ranga Reddy,CSD,6,"107,000"
328,GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),Ranga Reddy,CSE,33,"107,000"
329,GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),Ranga Reddy,CSM,7,"107,000"
330,GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),Ranga Reddy,CSO,6,"107,000"
331,GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),Ranga Reddy,ECE,33,"107,000"
332,GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),Ranga Reddy,EEE,14,"107,000"
333,GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),Ranga Reddy,INF,6,"107,000"
334,GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),Ranga Reddy,MEC,20,"107,000"
335,GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),Ranga Reddy,PHM,11,"83,000"
336,HITM,Hyderabad INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),Medchal,CSC,6,"82,000"
337,HITM,Hyderabad INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),Medchal,CSD,7,"82,000"
338,HITM,Hyderabad INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),Medchal,CSE,13,"82,000"
339,HITM,Hyderabad INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),Medchal,CSM,7,"82,000"
340,HITM,Hyderabad INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),Medchal,CSO,6,"82,000"
341,HITM,Hyderabad INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),Medchal,ECE,7,"82,000"
342,HITM,Hyderabad INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),Medchal,EEE,6,"82,000"
343,HITM,Hyderabad INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),Medchal,MEC,7,"82,000"
344,HMIP,HOLY MARY INST OF TECH AND SCI - BPHARM,Medchal,PHM,11,"55,000"
345,HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),Medchal,CIV,7,"66,000"
346,HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),Medchal,CSD,7,"66,000"
347,HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),Medchal,CSE,20,"66,000"
348,HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),Medchal,CSM,6,"66,000"
349,HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),Medchal,CSO,7,"66,000"
350,HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),Medchal,ECE,13,"66,000"
351,HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),Medchal,EEE,7,"66,000"
352,HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),Medchal,MEC,6,"66,000"
353,IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,Medchal,ANE,13,"90,000"
354,IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,Medchal,CIV,7,"90,000"
355,IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,Medchal,CSC,7,"90,000"
356,IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,Medchal,CSD,20,"90,000"
357,IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,Medchal,CSE,26,"90,000"
358,IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,Medchal,CSI,7,"90,000"
359,IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,Medchal,CSM,20,"90,000"
360,IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,Medchal,ECE,26,"90,000"
361,IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,Medchal,EEE,7,"90,000"
362,IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,Medchal,INF,13,"90,000"
363,IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,Medchal,MEC,6,"90,000"
364,IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,Siddipet,CIV,3,"52,000"
365,IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,Siddipet,CSC,3,"52,000"
366,IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,Siddipet,CSE,13,"52,000"
367,IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,Siddipet,CSM,4,"52,000"
368,IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,Siddipet,ECE,6,"52,000"
369,IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,Siddipet,EEE,7,"52,000"
370,INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY AUTONOMOUS,Ranga Reddy,AID,6,"75,000"
371,INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY AUTONOMOUS,Ranga Reddy,CIV,7,"75,000"
372,INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY AUTONOMOUS,Ranga Reddy,CSC,6,"75,000"
373,INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY AUTONOMOUS,Ranga Reddy,CSE,20,"75,000"
374,INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY AUTONOMOUS,Ranga Reddy,CSM,7,"75,000"
375,INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY AUTONOMOUS,Ranga Reddy,CSO,6,"75,000"
376,INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY AUTONOMOUS,Ranga Reddy,ECE,14,"75,000"
377,INDP,SRI INDU INST OF PHARMACY,Ranga Reddy,PHM,11,"72,000"
378,INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),Ranga Reddy,AID,6,"93,000"
379,INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),Ranga Reddy,CIV,7,"93,000"
380,INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),Ranga Reddy,CSC,7,"93,000"
381,INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),Ranga Reddy,CSD,7,"93,000"
382,INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),Ranga Reddy,CSE,26,"93,000"
383,INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),Ranga Reddy,CSI,7,"93,000"
384,INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),Ranga Reddy,CSM,7,"93,000"
385,INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),Ranga Reddy,CSO,6,"93,000"
386,INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),Ranga Reddy,ECE,27,"93,000"
387,INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),Ranga Reddy,EEE,6,"93,000"
388,INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),Ranga Reddy,INF,7,"93,000"
389,INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),Ranga Reddy,MEC,6,"93,000"
390,ISLC,ISL ENGINEERING COLLEGE,Hyderabad,AID,6,"55,000"
391,ISLC,ISL ENGINEERING COLLEGE,Hyderabad,CIV,12,"55,000"
392,ISLC,ISL ENGINEERING COLLEGE,Hyderabad,CSE,18,"55,000"
393,ISLC,ISL ENGINEERING COLLEGE,Hyderabad,ECE,3,"55,000"
394,ISLC,ISL ENGINEERING COLLEGE,Hyderabad,INF,9,"55,000"
395,ISLC,ISL ENGINEERING COLLEGE,Hyderabad,MEC,6,"55,000"
396,JANG,JANGOAN INSTITUTE OF PHARMACEUTICAL SCIS,Jangaon,PHM,7,"55,000"
397,JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,Warangal,CIV,13,"55,000"
398,JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,Warangal,CSE,20,"55,000"
399,JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,Warangal,CSM,6,"55,000"
400,JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,Warangal,ECE,20,"55,000"
401,JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,Warangal,EEE,13,"55,000"
402,JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,Warangal,MEC,14,"55,000"
403,JBCP,JOGINPALLY B R PHARMACY COLLEGE,Ranga Reddy,PHM,7,"55,000"
404,JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),Ranga Reddy,AID,6,"96,000"
405,JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),Ranga Reddy,AIM,13,"96,000"
406,JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),Ranga Reddy,CIV,7,"96,000"
407,JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),Ranga Reddy,CSE,13,"96,000"
408,JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),Ranga Reddy,ECE,13,"96,000"
409,JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),Ranga Reddy,ECM,7,"96,000"
410,JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),Ranga Reddy,EEE,13,"96,000"
411,JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),Ranga Reddy,INF,7,"96,000"
412,JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),Ranga Reddy,MEC,6,"96,000"
413,JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),Ranga Reddy,MIN,7,"96,000"
414,JCPN,JAYAMUKHI COLLEGE OF PHARMACY,Warangal,PHM,7,"40,000"
415,JJPM,J J COLLEGE OF PHARMACY,Ranga Reddy,PHM,3,"45,000"
416,JMIP,JYOTHISHMATHI INST OF PHARM SCI,Karimnagar,PHM,7,"45,000"
417,JMTS,JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI,Karimnagar,CIV,6,"65,000"
418,JMTS,JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI,Karimnagar,CSE,20,"65,000"
419,JMTS,JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI,Karimnagar,CSM,13,"65,000"
420,JMTS,JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI,Karimnagar,ECE,13,"65,000"
421,JMTS,JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI,Karimnagar,EEE,7,"65,000"
422,JMTS,JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI,Karimnagar,MEC,7,"65,000"
423,JNKR,JNTUH UNIVERSITY COLLEGE OF ENGINEERING JAGITIAL,Jagtial,CSE,12,"35,000"
424,JNKR,JNTUH UNIVERSITY COLLEGE OF ENGINEERING JAGITIAL,Jagtial,ECE,9,"35,000"
425,JNKR,JNTUH UNIVERSITY COLLEGE OF ENGINEERING JAGITIAL,Jagtial,EEE,11,"35,000"
426,JNKR,JNTUH UNIVERSITY COLLEGE OF ENGINEERING JAGITIAL,Jagtial,INF,9,"35,000"
427,JNKR,JNTUH UNIVERSITY COLLEGE OF ENGINEERING JAGITIAL,Jagtial,MEC,13,"35,000"
428,JNTH,JNTUH UNIVERSITY COLLEGE OF ENGINEERING Hyderabad,Medchal,CHE,11,"35,000"
429,JNTH,JNTUH UNIVERSITY COLLEGE OF ENGINEERING Hyderabad,Medchal,CIV,9,"35,000"
430,JNTH,JNTUH UNIVERSITY COLLEGE OF ENGINEERING Hyderabad,Medchal,CSE,17,"35,000"
431,JNTH,JNTUH UNIVERSITY COLLEGE OF ENGINEERING Hyderabad,Medchal,ECE,18,"35,000"
432,JNTH,JNTUH UNIVERSITY COLLEGE OF ENGINEERING Hyderabad,Medchal,EEE,16,"35,000"
433,JNTH,JNTUH UNIVERSITY COLLEGE OF ENGINEERING Hyderabad,Medchal,MEC,12,"35,000"
434,JNTH,JNTUH UNIVERSITY COLLEGE OF ENGINEERING Hyderabad,Medchal,MET,10,"35,000"
435,JNTM,JNTUH UNIVERSITY COLLEGE OF ENGINEERING MANTHANI,Peddapalli,CIV,8,"35,000"
436,JNTM,JNTUH UNIVERSITY COLLEGE OF ENGINEERING MANTHANI,Peddapalli,CSE,12,"35,000"
437,JNTM,JNTUH UNIVERSITY COLLEGE OF ENGINEERING MANTHANI,Peddapalli,CSM,11,"35,000"
438,JNTM,JNTUH UNIVERSITY COLLEGE OF ENGINEERING MANTHANI,Peddapalli,EEE,8,"35,000"
439,JNTM,JNTUH UNIVERSITY COLLEGE OF ENGINEERING MANTHANI,Peddapalli,MEC,33,"35,000"
440,JNTM,JNTUH UNIVERSITY COLLEGE OF ENGINEERING MANTHANI,Peddapalli,MIN,12,"35,000"
441,JNTP,JNTUH UNIVERSITY COLLEGE OF PHARMACEUTICAL SCIENCES SULTANPUR,Sangareddy,PHM,4,"31,000"
442,JNTPSF,JNTUH UNIVERSITY COLLEGE OF PHARMACEUTICAL SCIENCES SELF FINANCE SULTANPUR,Sangareddy,PHM,2,"65,000"
443,JNTR,JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA,Rajanna Sircilla,CIV,47,"35,000"
444,JNTR,JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA,Rajanna Sircilla,CSE,11,"35,000"
445,JNTR,JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA,Rajanna Sircilla,ECE,8,"35,000"
446,JNTR,JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA,Rajanna Sircilla,EEE,34,"35,000"
447,JNTR,JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA,Rajanna Sircilla,MEC,60,"35,000"
448,JNTR,JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA,Rajanna Sircilla,TEX,16,"35,000"
449,JNTS,JNTUH UNIVERSITY COLLEGE OF ENGINEERING SULTANPUR,Sangareddy,CIV,11,"35,000"
450,JNTS,JNTUH UNIVERSITY COLLEGE OF ENGINEERING SULTANPUR,Sangareddy,CSE,9,"35,000"
451,JNTS,JNTUH UNIVERSITY COLLEGE OF ENGINEERING SULTANPUR,Sangareddy,ECE,8,"35,000"
452,JNTS,JNTUH UNIVERSITY COLLEGE OF ENGINEERING SULTANPUR,Sangareddy,MEC,12,"35,000"
453,JOGI,JOGINPALLY B R ENGINEERING COLLEGE,Ranga Reddy,CSE,13,"87,000"
454,JOGI,JOGINPALLY B R ENGINEERING COLLEGE,Ranga Reddy,CSM,7,"87,000"
455,JOGI,JOGINPALLY B R ENGINEERING COLLEGE,Ranga Reddy,ECE,14,"87,000"
456,JOGI,JOGINPALLY B R ENGINEERING COLLEGE,Ranga Reddy,EEE,6,"87,000"
457,JOGI,JOGINPALLY B R ENGINEERING COLLEGE,Ranga Reddy,INF,7,"87,000"
458,JOGI,JOGINPALLY B R ENGINEERING COLLEGE,Ranga Reddy,MEC,6,"87,000"
459,JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,Mahabubnagar,CIV,6,"69,000"
460,JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,Mahabubnagar,CSE,13,"69,000"
461,JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,Mahabubnagar,ECE,7,"69,000"
462,JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,Mahabubnagar,EEE,7,"69,000"
463,JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,Mahabubnagar,MEC,3,"69,000"
464,KCEA,KSHATRIYA COLLEGE OF ENGINEERING,Nizambad,CIV,6,"55,000"
465,KCEA,KSHATRIYA COLLEGE OF ENGINEERING,Nizambad,CSE,13,"55,000"
466,KCEA,KSHATRIYA COLLEGE OF ENGINEERING,Nizambad,ECE,7,"55,000"
467,KCEA,KSHATRIYA COLLEGE OF ENGINEERING,Nizambad,EEE,3,"55,000"
468,KCEA,KSHATRIYA COLLEGE OF ENGINEERING,Nizambad,MEC,4,"55,000"
